title,date,description,mp3_url,bytes,duration,source_page
"Porter Routh Oral History — Session 11, August 18, 1986 (Tape 2)",1986-08-18 10:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829114809/Porter_Routh-Oral_History-11-August_18_1986-Tape_2.mp3,41383294,28:44,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 12, August 21, 1986 (Tape 1)",1986-08-21 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829114833/Porter_Routh-Oral_History-12-August_21_1986-Tape_1.mp3,106159102,1:13:43,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 13, August 21, 1986 (Tape 2)",1986-08-21 10:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829114903/Porter_Routh-Oral_History-13-August_21_1986-Tape_2.mp3,130051582,1:30:18,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 14, August 25, 1986",1986-08-25 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829114929/Porter_Routh-Oral_History-14-August_25_1986.mp3,109095550,1:15:45,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 15, August 28, 1986",1986-08-28 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829114959/Porter_Routh-Oral_History-15-August_28_1986.mp3,130220350,1:30:25,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 16, September 2, 1986 (Tape 1)",1986-09-02 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115033/Porter_Routh-Oral_History-16-September_2_1986-Tape_1.mp3,135885310,1:34:21,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 17, September 2, 1986 (Tape 2)",1986-09-02 10:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115041/Porter_Routh-Oral_History-17-September_2_1986-Tape_2.mp3,22255486,15:27,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 18, September 4, 1986 (Tape 1)",1986-09-04 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115110/Porter_Routh-Oral_History-18-September_4_1986-Tape_1.mp3,134678014,1:33:31,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 19, September 4, 1986 (Tape 2)",1986-09-04 10:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115123/Porter_Routh-Oral_History-19-September_4_1986-Tape_2.mp3,45559294,31:38,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 20, September 5, 1986",1986-09-05 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115146/Porter_Routh-Oral_History-20-September_5_1986.mp3,103508350,1:11:52,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 21, October 1, 1986",1986-10-01 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115207/Porter_Routh-Oral_History-21-October_1_1986.mp3,78883774,54:46,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 22, October 13, 1986",1986-10-13 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115232/Porter_Routh-Oral_History-22-October_13_1986.mp3,110722174,1:16:53,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 23, October 14, 1986",1986-10-14 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115302/Porter_Routh-Oral_History-23-October_14_1986.mp3,126554686,1:27:52,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 24, October 20, 1986 (Tape 1)",1986-10-20 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115322/Porter_Routh-Oral_History-24-October_20_1986-Tape_1.mp3,66140350,45:55,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 25, October 20, 1986 (Tape 2)",1986-10-20 10:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115326/Porter_Routh-Oral_History-25-October_20_1986-Tape_2.mp3,8964862,6:13,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 26, October 22, 1986",1986-10-22 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115355/Porter_Routh-Oral_History-26-October_22_1986.mp3,133034686,1:32:22,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 27, October 27, 1986",1986-10-27 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115424/Porter_Routh-Oral_History-27-October_27_1986.mp3,128006782,1:28:53,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 28, October 29, 1986",1986-10-29 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115453/Porter_Routh-Oral_History-28-October_29_1986.mp3,129552766,1:29:57,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 29, November 20, 1986 (Tape 1)",1986-11-20 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115523/Porter_Routh-Oral_History-29-November_20_1986-Tape_1.mp3,134931454,1:33:41,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 30, November 20, 1986 (Tape 2)",1986-11-20 10:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115527/Porter_Routh-Oral_History-30-November_20_1986-Tape_2.mp3,3026302,2:05,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 31, November 21, 1986",1986-11-21 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115544/Porter_Routh-Oral_History-31-November_21_1986.mp3,76620094,53:12,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 32, November 24, 1986",1986-11-24 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115555/Porter_Routh-Oral_History-32-November_24_1986.mp3,31912126,22:09,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 33, December 8, 1986",1986-12-08 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115621/Porter_Routh-Oral_History-33-December_8_1986.mp3,118218814,1:22:05,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 34, December 18, 1986",1986-12-18 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115652/Porter_Routh-Oral_History-34-December_18_1986.mp3,132384958,1:31:55,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 35, July 21, 1987",1987-07-21 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115714/Porter_Routh-Oral_History-35-July_21_1987.mp3,82320766,57:09,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 36, September 1, 1987",1987-09-01 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115734/Porter_Routh-Oral_History-36-September_1_1987.mp3,87847486,1:01:00,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 37, September 17, 1987 (Tape 1)",1987-09-17 09:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115804/Porter_Routh-Oral_History-37-September_17_1987-Tape_1.mp3,133020286,1:32:22,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
"Porter Routh Oral History — Session 38, September 17, 1987 (Tape 2)",1987-09-17 10:00,"Oral history interview with Porter Routh (1911-1987), who served as Executive Secretary-Treasurer of the Executive Committee of the Southern Baptist Convention from 1951 until his retirement in 1979, and earlier as Secretary of the Department of Survey, Statistics, and Information at the SBC Sunday School Board (1945-1951) and editor of the Oklahoma Baptist Messenger (1944-1945). Interviewed by A. Ronald Tonks at the SBC Building, Nashville, TN.",https://cdn.sbhla.org/wp-content/uploads/20250829115809/Porter_Routh-Oral_History-38-September_17_1987-Tape_2.mp3,6712126,4:39,https://sbhla.org/digital-resources/sbc-leaders-oral-history/routh-porter-wroe-oral-history/
